groupName,level,members
MAKE HAPPY,2,"CHARM, DELIGHT, PLEASE, TICKLE"
AUSTRALIAN TERMS,2,"BARBIE, BUSH, CRIKEY, MATE"
HORROR FRANCHISES,0,"PURGE, RING, SAW, SCREAM"
ANIMALS THAT END WITH X,1,"FOX, IBEX, LYNX, ORYX"
GYM EXERCISES,2,"CURL, LUNGE, PLANK, PRESS"
DISNEY CHARACTERS,3,"BEAST, GENIE, SCAR, STITCH"
FISHING TERMS,2,"BAIT, CHUM, FLY, SINKER"
CLASSICAL ELEMENTS,2,"AIR, EARTH, FIRE, WATER"
___ CLOCK,3,"ALARM, BIOLOGICAL, CUCKOO, GRANDFATHER"
STARTS OF U.S. COINS,3,"DIM, NICK, PEN, QUART"
THEORETICAL PHYSICISTS,0,"EINSTEIN, FEYNMAN, HAWKING, OPPENHEIMER"
INFLUENCE,1,"CLOUT, PULL, SWAY, WEIGHT"
PAINTERS,2,"BACON, CLOSE, MUNCH, WHISTLER"
ADAMS,3,"ANT, DRIVER, SCOTT, WEST"
SYNONYMS FOR COMPLAIN,3,"CARP, GRIPE, GROUSE, MOAN"
TAXONOMY RANKS,3,"CLASS, DOMAIN, FAMILY, ORDER"
___ ROAD,3,"ABBEY, HIGH, ROCKY, SILK"
___ STICK,3,"FISH, HOCKEY, MEMORY, SELFIE"
ALTER DECEPTIVELY,2,"DISTORT, DOCTOR, FUDGE, TWIST"
WORLD CURRENCIES,2,"RAND, REAL, STERLING, WON"
RAPPERS MINUS NUMBERS,3,"CENT, CHAINZ, PAC, SAVAGE"
CANDY PIECES,3,"DOT, GOOBER, KISS, WHOPPER"
STATE ABBREVIATIONS,0,"CO, MA, ME, PA"
FASTENING VERBS,0,"BUCKLE, BUTTON, SNAP, ZIP"
MOTIVATE TO ACTION,1,"DRIVE, PROMPT, SPARK, SPUR"
EMIT LIGHT,1,"BEAM, GLOW, RADIATE, SHINE"
CLASSIC DOG NAMES,0,"FIDO, LUCKY, ROVER, SPOT"
TIME PERIODS,0,"CENTURY, DECADE, MILLENNIUM, YEAR"
UNITS OF VOLUME,0,"CUP, GALLON, PINT, QUART"
FRIEND,0,"BUD, CHUM, MATE, PAL"
PRONOUNS,1,"I, IT, THEY, WE"
AUTOMATIC TRANSMISSION SETTINGS,1,"DRIVE, NEUTRAL, PARK, REVERSE"
SHOES,2,"CLOG, PUMP, SLIDE, WEDGE"
TINY,2,"MINUTE, SLIGHT, SMALL, WEE"
ADDITIONAL BENEFIT,1,"BONUS, EXTRA, ICING, PERK"
FLOWER PARTS,1,"BUD, LEAF, PETAL, STALK"
CLASSIC ROCK BANDS,2,"GENESIS, KANSAS, RUSH, YES"
SEEN ON VALENTINE'S DAY,2,"CARD, CHOCOLATE, HEART, ROSE"
PURSUE,2,"DOG, FOLLOW, TAIL, TRACK"
SLANG FOR CLOTHES,2,"DUDS, GETUP, OUTFIT, THREADS"
MTV SHOWS,3,"CATFISH, CRIBS, JACKASS, STATE"
FRUIT HOMOPHONES,3,"LYME, MELLON, PAIR, PLUMB"
FOUND IN A KITCHEN,2,"COUNTER, MIXER, RANGE, SINK"
FIGURES IN GREEK MYTH,2,"ATLAS, HERMES, NIKE, PARIS"
JEWELRY,3,"ANKLET, BANGLE, BROOCH, PENDANT"
___ POINT,3,"MATCH, MOOT, SELLING, WEST"
WHO FRAMED ROGER RABBIT,1,"FRAMED, RABBIT, ROGER, WHO"
FERMENETED ALCOHOLIC BEVERAGES,1,"CIDER, PORT, SAKE, STOUT"
DRUM SET COMPONENTS,2,"CYMBAL, KICK, SNARE, TOM"
GREETING GESTURES,2,"HIGH FIVE, HUG, SHAKE, WAVE"
CAMPING SUPPLIES,0,"COOLER, LANTERN, SLEEPING BAG, TENT"
HEAT SOURCES,1,"FORGE, FURNACE, KILN, OVEN"
SHADES OF BLACK,2,"EBONY, JET, ONYX, RAVEN"
PERIODIC TABLE SYMBOLS,3,"FE, HE, NA, NI"
EGYPTIAN SYMBOLS,2,"ANKH, CROOK, EYE, SCARAB"
"""WHO CARES?""",2,"AND, BIG DEAL, SO, WHATEVER"
"""CAPTAINS""",3,"CRUNCH, KANGAROO, OBVIOUS, PLANET"
T-___,3,"BONE, REX, SHIRT, STORM"
AMERICAN POETS,2,"BISHOP, FROST, OLDS, POUND"
GYMNASTICS APPARATUS,2,"FLOOR, HORSE, RINGS, VAULT"
ROMAN NUMERALS,2,"D, L, M, V"
THINGS WITH TEETH,2,"COMB, GEAR, SAW, ZIPPER"
THINGS WITH RINGS,3,"CIRCUS, SATURN, TREE, WEDDING"
ONE IN A DOZEN,3,"EGG, JUROR, MONTH, ROSE"
SQUARE ___,3,"DANCE, MEAL, ONE, ROOT"
___ CAKE,3,"CARROT, COFFEE, POUND, SPONGE"
U.S. MOUNTAIN STATES,0,"ARIZONA, COLORADO, NEVADA, UTAH"
PERFORMING ARTISTS,0,"ACTOR, DANCER, SINGER, STAND-UP"
FACIAL HAIR,0,"BEARD, GOATEE, MUSTACHE, STUBBLE"
EXTINCT ANIMALS,0,"DODO, MAMMOTH, MASTODON, TRILOBITE"
SOCIAL GATHERING,0,"BASH, BLOWOUT, PARTY, SHINDIG"
POULTRY CUTS,0,"BREAST, DRUMSTICK, TENDER, WING"
STATES OF ELATION,0,"BLISS, CLOUD NINE, HEAVEN, PARADISE"
DEPART QUICKLY,0,"BOOK, BOUNCE, RUN, SPLIT"
SLANG FOR CANNABIS,3,"GRASS, HERB, MARY JANE, WEED"
HAPPY ___,3,"CAMPER, HOUR, MEAL, MEDIUM"
TONY ___,3,"HAWK, MONTANA, SOPRANO, STARK"
"""BAD ___"" MOVIES""",3,"BOYS, LIEUTENANT, SANTA, TASTE"
THANKSGIVING FOOD,2,"GRAVY, PIE, STUFFING, TURKEY"
ONE INVOLVED IN ESPIONAGE,2,"AGENT, MOLE, PLANT, SPY"
WHEN HARRY MET SALLY,2,"HARRY, MET, SALLY, WHEN"
PIXAR MOVIES,2,"BRAVE, CARS, COCO, UP"
LOWEST POINT,1,"BASE, BOTTOM, FOOT, FOUNDATION"
TV SHOWS,1,"24, BONES, FIREFLY, WEEDS"
FISH THAT ARE VERBS,2,"CARP, CATFISH, FLOUNDER, SMELT"
MUSICALS,2,"COMPANY, GREASE, HAIR, RENT"
ANIMAL SOUNDS,1,"BUZZ, CLUCK, MEOW, OINK"
COUNTERFEIT,1,"BOGUS, FAKE, PHONY, SHAM"
SLOT MACHINE SYMBOLS,2,"7, BAR, BELL, CHERRY"
TREE FEATURES,2,"BARK, BRANCH, ROOT, TRUNK"
PLAYGROUND FIXTURES,0,"SANDBOX, SEESAW, SLIDE, SWING"
CHESS TERMS,1,"BISHOP, MATE, GAMBIT, QUEEN"
RADIO LINGO,2,"COPY, OUT, OVER, ROGER"
THINGS THAT ARE CAST,3,"DOUBT, MOVIE, SHADOW, VOTE"
METAPHORICAL UNIT OF MONEY,0,"BIG ONE, BONE, BUCK, SMACKER"
LUXURIOUS,1,"DELUXE, GRAND, LAVISH, OPULENT"
“PEANUTS” CHARACTERS,2,"CHARLIE, PEPPERMINT PATTY, PIGPEN, WOODSTOCK"
KISS,3,"PECK, SMACK, SMOOCH, X"
EASTER ___,3,"BUNNY, EGG, ISLAND, SUNDAY"
ADJECTIVES IN RAPPERS' NAMES,3,"FOXY, GUCCI, KILLER, NOTORIOUS"
"ASSOCIATED WITH ""CRAWL""",3,"INFANT, PUB, SWIMMING, TICKER"
___ LIST,3,"BUCKET, GUEST, TOP TEN, WISH"
WORDS BEFORE DAYS OF THE WEEK,3,"ASH, BLACK, CYBER, FAT"
FONTS,3,"COURIER, IMPACT, PAPYRUS, TIMES"
THINGS WITH SHELLS,3,"CLAM, EGG, PEANUT, TURTLE"
CONSECUTIVE DOUBLE LETTERS,3,"BALLOON, BASSOON, COFFEE, FRICASSEE"
DRINK VESSELS,0,"GOBLET, SNIFTER, TUMBLER, STEIN"
BOVIDS,0,"BUFFALO, COW, GOAT, SHEEP"
SHIRT FEATURES,1,"BUTTON, COLLAR, CUFF, POCKET"
BOWLING,1,"ALLEY, BALL, LANE, PIN"
MOTOR VEHICLES,1,"BUS, CAR, MOTORCYCLE, TRUCK"
"SET, AS PLANS",1,"CONCRETE, FIRM, SOLID, TANGIBLE"
DECLINE,1,"DIP, DROP, FALL, SINK"
VERTEBRATES,1,"BIRD, FISH, MAMMAL, REPTILE"
FEMALE ANIMALS,0,"COW, DOE, HEN, MARE"
PAINTING ACCESSORIES,0,"BRUSH, CANVAS, EASEL, PALETTE"
INFORMATION DISPLAYS,0,"CHART, DIAGRAM, GRAPH, MAP"
CREATURES IN FOLKLORE,0,"GNOME, GOBLIN, OGRE, TROLL"
BEST ACTRESS OSCAR WINNERS,2,"BERRY, FOSTER, STONE, SWANK"
WESTERN TROPES,2,"COWBOY, DRIFTER, OUTLAW, SHERIFF"
WORDS THAT SOUND LIKE TWO LETTERS,3,"CUTIE, ENVY, EXCEL, SEEDY"
___ CHAIR,3,"FIRST, FOLDING, HIGH, LAWN"
CONNECTION,2,"BOND, LINK, RELATION, TIE"
COMMON MERCH ITEMS,2,"MUG, PEN, TEE, TOTE"
MUPPETS,2,"ANIMAL, BEAKER, GONZO, SCOOTER"
M. NIGHT SHYAMALAN MOVIES,2,"GLASS, OLD, SIGNS, SPLIT"
WATER SOURCES,2,"FOUNTAIN, SPRING, TAP, WELL"
SUPER MARIO-RELATED,2,"DINOSAUR, MUSHROOM, PLUMBER, PRINCESS"
SONG TITLES WITH PARENTHESES,3,"I RAN, ISTANBUL, MONTERO, SATISFACTION"
CHINESE ZODIAC ANIMALS,3,"DRAGON, HORSE, RABBIT, TIGER"
ROCKY HORROR PICTURE SHOW,0,"HORROR, PICTURE, ROCKY, SHOW"
“C” WORDS FOR “ENVELOP”,1,"CAKE, COAT, COVER, CRUST"
JACKS,2,"BLACK, FROST, MA, SPARROW"
MAD MAX FURY ROAD,3,"FURY, MAD, MAX, ROAD"
INHERENT NATURE,0,"ESSENCE, HEART, SPIRIT, SOUL"
BASEBALL CALLS,0,"BALL, OUT, SAFE, STRIKE"
LINGERIE,1,"GARTER, SLIP, TEDDY, THONG"
CANDY STORE TREATS,1,"CHOCOLATE, GUM, LICORICE, LOLLIPOP"
AMAZON ANIMALS,0,"ANACONDA, CAPYBARA, JAGUAR, TOUCAN"
HALLOWEEN DECORATIONS,0,"BAT, COBWEB, PUMPKIN, TOMBSTONE"
WAYS TO GATHER FOOD,1,"FISH, FORAGE, HUNT, TRAP"
RECYCLING CATEGORIES,1,"GLASS, METAL, PAPER, PLASTIC"
SUMMARY,2,"ABSTRACT, BRIEF, DIGEST, RUNDOWN"
TARGET OF A SCHEME,2,"CHUMP, FOOL, MARK, SUCKER"
___ TAPE,3,"DEMO, RED, SCOTCH, TICKER"
SILENT “L”,3,"COLONEL, SALMON, WALK, YOLK"
HOT DRINKS,0,"CHAI, COCOA, COFFEE, TEA"
“SKEDADDLE!”,0,"GET OUT, GO, LEAVE, SCRAM"
GOLF CLUBS,1,"IRON, PUTTER, WEDGE, WOOD"
NOCTURNAL ANIMALS,1,"BAT, MOTH, OWL, WOLF"
IPHONE APPS,1,"CLOCK, MAIL, MAPS, NOTES"
PRATTLE ON,1,"BLATHER, CHAT, JABBER, GAB"
MAKE PUBLIC,1,"DISPLAY, EXHIBIT, PRESENT, SHOW"
IMPERIAL UNITS,1,"BUSHEL, PECK, STONE, TON"
SEA ___,3,"CHANGE, CUCUMBER, LEGS, LION"
NUMBERS IN BOOK TITLES,3,"22, 451, 2001, 20,000"
INSIDE INFO,3,"DIRT, DISH, SCOOP, SKINNY"
___ BABY,3,"BEANIE, FUR, NEPO, SANTA"
RAP SUBGENRES,2,"BOUNCE, CRUNK, DRILL, GRIME"
HUDSONS,2,"HENRY, JENNIFER, KATE, ROCK"
SONGS THAT ARE NAMES,3,"ALEJANDRO, LOLA, MICHELLE, STAN"
I LOVE ___,3,"LUCY, NEW YORK, ROCK 'N ROLL, YOU"
ART MOVEMENTS,1,"DADA, DECO, GOTHIC, POP"
NATURAL FEATURES,1,"DALE, BROOK, SAVANNA, CLIFF"
PHONE CONNECTIVITY,1,"BARS, RECEPTION, SERVICE, SIGNAL"
SLANG FOR HEAD,1,"CROWN, DOME, MELON, NOODLE"
WHAT “GREEN” MIGHT MEAN,3,"ENVIOUS, FRESH, NAIVE, UNWELL"
TV SHOW TITLE SURNAMES,3,"LASSO, MARS, ROGERS, SMART"
DIRTY ___,3,"DOZEN, JOKE, LAUNDRY, MARTINI"
NUMBER HOMOPHONES,3,"ATE, FOR, TOO, WON"
YEARN,2,"ACHE, LONG, PINE, THIRST"
ANIMAL COVERINGS,2,"DOWN, FUR, SCALES, SHELL"
HAND- AND FOOT-RELATED SLANG,3,"DIGIT, DOG, MITT, PIGGY"
___BOARD,3,"DASH, HOVER, KEY, STAR"
BIBLE BOOKS,1,"ACTS, JOB, KINGS, MARK"
CONDITIONAL WORDS,1,"CAN, COULD, MAY, MIGHT"
PARTS OF A WATCH,1,"CROWN, DIAL, HAND, STRAP"
CITIES BEGINNING WITH “L”,1,"LAGOS, LIMERICK, LINCOLN, LUXOR"
WOMEN SINGERS,3,"KEYS, NICKS, SUMMER, SWIFT"
SITCOM FAMILIES,3,"BUNKER, CLEAVER, PARTRIDGE, TANNER"
SOCIAL MEDIA APP ENDINGS,3,"BOOK, GRAM, IN, TUBE"
FULL ___,3,"CIRCLE, HOUSE, MONTY, MOON"
THINGS WITH EYE(S),3,"FACE, HURRICANE, NEEDLE, POTATO"
LIGHT ___,3,"BEER, BULB, RAIL, YEAR"
WHAT “BEAT” MAY MEAN,3,"ASSIGNMENT, DEFEAT, TEMPO, TIRED"
INSUFFICIENT,3,"LOW, SHORT, SHY, WANTING"
TORUS-SHAPED FOOD,2,"BAGEL, CHEERIO, DONUT, LIFESAVER"
M.L.B. TEAM MEMBER,2,"ANGEL, CUB, MET, RED"
___ FIGURE,3,"ACTION, BALLPARK, GO, STICK"
“POINTERS”,3,"ARROW, DOG, FINGER, HINT"
ROTARY PHONE PARTS,1,"CORD, CRADLE, DIAL, HANDSET"
PULL,1,"JERK, TUG, WRENCH, YANK"
“PETER PAN” CHARACTERS,2,"HOOK, NANA, PETER, WENDY"
PAST TENSE VERBS,2,"DREW, ROSE, WILL, MAY"
GO BAD,1,"ROT, SOUR, SPOIL, TURN"
FAILURE,1,"BOMB, DUD, FLOP, LEMON"
CITIES AND TOWNS IN ENGLAND,2,"BATH, DERBY, READING, SANDWICH"
SONG,2,"CUT, NUMBER, SINGLE, TRACK"
N.H.L. TEAMS,2,"FLAMES, KRAKEN, STARS, WILD"
FOREMOST,2,"HEAD, LEAD, PRIME, TOP"
THINGS WITH STRIPES,3,"CANDY CANE, CROSSWALK, REFEREE, TIGER"
INSECT HOMOPHONES,3,"AUNT, BEATLE, FLEE, NAT"
BIT OF WIND,1,"BREEZE, DRAFT, GUST, PUFF"
VIRTUAL SPACES,1,"CLOUD, METAVERSE, NET, WEB"
WONDER WOMAN’S COSTUME,2,"LASSO, SHIELD, SWORD, TIARA"
POETRY TERMS,2,"LINE, METER, RHYME, VERSE"
SLANG FOR HOME,2,"CRIB, DIGS, JOINT, PAD"
SHORTCUT COMMANDS,2,"COPY, FIND, PRINT, SAVE"
___ BALLOON,3,"LEAD, SPEECH, TRIAL, WATER"
LADY ___,3,"BIRD, GAGA, LUCK, MACBETH"
EYE PARTS,0,"IRIS, LENS, PUPIL, RETINA"
FAIRY TALE FIGURES,0,"GIANT, PRINCESS, WITCH, WOLF"
NONSENSE,1,"BALONEY, BUNK, CROCK, TRIPE"
CATCHY SONG,1,"BANGER, BOP, GROOVE, JAM"
___ OPERA,3,"COMIC, MET, ROCK, SOAP"
THINGS THAT WHISTLE,3,"BIRD, KETTLE, REFEREE, TRAIN"
POWER ___,3,"NAP, PLANT, RANGER, TRIP"
___ PAPER,3,"BUTCHER, SCRAP, TOILET, WAX"
“THE ADDAMS FAMILY” CHARACTERS,2,"FESTER, LURCH, THING, WEDNESDAY"
RUDELY BREAK OFF CONTACT,2,"DESERT, GHOST, IGNORE, JILT"
PIQUANCY,2,"BITE, KICK, TANG, ZIP"
EQUITABLE,2,"EQUAL, EVEN, FAIR, JUST"
FRUITS,0,"APRICOT, FIG, GRAPE, LIME"
INTELLIGENT,0,"BRIGHT, CLEVER, QUICK, SHARP"
IMPEL,1,"DRIVE, INSPIRE, MOTIVATE, SPUR"
SMALL OPENING,1,"CRANNY, NICHE, NOOK, RECESS"
“GRACIOUS ME!”,1,"GOODNESS, HEAVENS, LORD, MERCY"
"EXCELLENT, IN OLD SLANG",1,"ACES, KEEN, NEATO, NIFTY"
APPEARANCE,1,"DRESS, LOOK, MANNER, STYLE"
GO UP AGAINST,1,"CHALLENGE, CONFRONT, FACE, OPPOSE"
BLINK OF AN EYE,1,"FLASH, HEARTBEAT, SECOND, WINK"
SEEN ON A FARM,1,"BARN, CHICKEN, FARMER, TRACTOR"
BRA PARTS,2,"CUP, HOOK, STRAP, WIRE"
BRITISH CUISINE,2,"MASH, ROAST, SCONE, TRIFLE"
ROMANTIC BEGINNINGS,2,"CONNECTION, FEELINGS, SPARK, VIBE"
PARADIGMATIC,2,"CLASSIC, DEFINITIVE, MODEL, TEXTBOOK"
“12 DAYS OF CHRISTMAS” GIFTS,2,"DRUMMER, LADY, RING, SWAN"
FINE BUBBLES,2,"FOAM, FROTH, HEAD, LATHER"
USE A NEEDLE AND THREAD,1,"DARN, HEM, SEAM, SEW"
INFORMATION,1,"DATA, INFO, INTEL, NEWS"
REPEATED WORDS IN EXPRESSIONS,1,"HEAR, KNOCK, THERE, TUT"
HOLLOW CYLINDERS,1,"HOSE, PIPE, STRAW, TUBE"
"LONG, SHARP OBJECTS",1,"LANCE, PIN, SKEWER, SPIT"
TERMS FOR RECORDS,1,"LP, PLATTER, VINYL, WAX"
WNBA TEAMS,2,"MERCURY, SKY, SPARKS, LIBERTY"
“AGREE!”,2,"DITTO, LIKEWISE, SAME, SECOND"
WEB BROWSER-RELATED,0,"BOOKMARK, HISTORY, TAB, WINDOW"
REPLACEMENT,0,"BACKUP, COPY, EXTRA, SPARE"
TATTLE,1,"RAT, SING, SNITCH, SQUEAL"
TYPES OF FRENCH FRIES,1,"CURLY, SHOESTRING, WAFFLE, WEDGE"
RESTAURANT WORKERS,0,"BARTENDER, CHEF, HOST, SERVER"
SODA FOUNTAIN ORDERS,0,"FLOAT, MALT, SHAKE, SUNDAE"
ROBUST,0,"FIT, HEALTHY, SOUND, STRONG"
KITCHEN UTENSILS,0,"GRATER, LADLE, PEELER, WHISK"
BRIDAL ACCESSORIES,0,"BOUQUET, RING, TRAIN, VEIL"
SNAKES,0,"BOA, MAMBA, PYTHON, VIPER"
EMAIL ACTIONS,1,"COMPOSE, FORWARD, REPLY ALL, SEND"
FUN TIME,1,"BALL, BLAST, KICK, RIOT"
PRODUCED BY TREES,0,"ACORN, CONE, POLLEN, SAP"
SPORTS PROFESSIONALS,1,"COACH, GM, PLAYER, SCOUT"
GROUP OF OFFSPRING,2,"BROOD, CLUTCH, HATCH, LITTER"
THINGS THAT CAN RUN,3,"CANDIDATE, FAUCET, MASCARA, NOSE"
FUNNY PERSON,1,"CARD, CLOWN, CUTUP, JOKER"
BIT OF VOCAL FANFARE,1,"BEHOLD, PRESTO, TADA, VOILA"
MAHJONG TILES,2,"BAMBOO, DRAGON, SEASON, WIND"
HORROR DIRECTORS,2,"ASTER, CARPENTER, CRAVEN, WAN"
SHOWS SET IN HOSPITALS,2,"ER, HOUSE, RATCHED, SCRUBS"
SMALL WOODED AREA,2,"DELL, GLEN, HOLLOW, VALLEY"
“THE(E) ___” RAPPERS,3,"CREATOR, DUDE, RAPPER, STALLION"
PLUNDER,3,"BOOTY, LOOT, SPOILS, SWAG"
TITLE MOVIE ANIMALS,3,"BABE, BEETHOVEN, CHARLOTTE, WILLY"
FAT ___,3,"CAT, CHANCE, LIP, TUESDAY"
ROCK ___,3,"BOTTOM, CANDY, GARDEN, STAR"
SINGULAR OF THINGS SEEN IN PAIRS,3,"BOXER, GOGGLE, PANT, TONG"
REFLECT LIGHT,0,"FLASH, GLEAM, GLITTER, SPARKLE"
VERY IMPORTANT,0,"CENTRAL, CRITICAL, KEY, VITAL"
PLAYING CARD SUITS,0,"CLUB, DIAMOND, HEART, SPADE"
COFFEE COUNTER ITEMS,0,"CUP, LID, STIRRER, STRAW"
WAYS TO SHOW RESPECT,0,"BOW, KNEEL, SALUTE, STAND"
LONG-HAIRED ANIMALS,0,"AFGHAN, ALPACA, ANGORA, YAK"
HELM,1,"DIRECT, GUIDE, LEAD, STEER"
EMAIL SIGN-OFFS,1,"BEST, CHEERS, REGARDS, THANKS"
CHRISTMAS-RELATED,0,"MISTLETOE, REINDEER, SNOWMAN, STOCKING"
QUICK PEEK,1,"GANDER, GLANCE, GLIMPSE, LOOK"
WORDS ABBREVIATED WITH LETTERS,2,"ARE, SEE, WHY, YOU"
FAST ___,3,"FASHION, FOOD, FORWARD, FRIENDS"
VENERABLE,1,"AUGUST, GRAND, NOBLE, REGAL"
EAT VORACIOUSLY,1,"GORGE, GULP, SCARF, WOLF"
FASHIONABLE,1,"CHIC, HIP, HOT, IN"
RELIGIOUS FIGURES,1,"CARDINAL, LAMA, MONK, PASTOR"
N.B.A. GREATS,1,"BIRD, CURRY, JAMES, JORDAN"
REALITY SHOWS,1,"ALONE, CATFISH, CHOPPED, SURVIVOR"
DOG COMMANDS,1,"COME, DOWN, SIT, STAY"
BLENDER BUTTONS,1,"CHOP, GRIND, PULSE, PUREE"
WEAPONS IN THE GAME CLUE,2,"CANDLESTICK, KNIFE, ROPE, WRENCH"
MUSIC PUBLICATIONS,2,"BILLBOARD, PITCHFORK, ROLLING STONE, SPIN"
___ BURGER,3,"GOOD, IMPOSSIBLE, NOTHING, WARREN"
ACRONYMS,3,"LASER, RADAR, SCUBA, SPAM"
DIVISION,0,"ARM, BRANCH, CHAPTER, WING"
"LAUGHTER, IN A TEXT",0,"DEAD, HAHA, LOL, ROFL"
RHYMES,0,"DARREN, KAREN, SHARON, AARON"
CELEBRATORY OCCASIONS,0,"ANNIVERSARY, BIRTHDAY, SHOWER, WEDDING"
CROPS,0,"CORN, CUCUMBER, PEPPER, TOMATO"
WHOLE AMOUNT,1,"COUNT, GROSS, SUM, TOTAL"
CUBE-SHAPED,2,"BOUILLON, DIE, ICE, SUGAR"
STICKY SITUATION,3,"BIND, PICKLE, SCRAPE, SPOT"
GROUP WITHIN A GROUP,2,"CAMP, DIVISION, FACTION, WING"
EQUIVOCATE,2,"HEDGE, SEE-SAW, WAVER, YO-YO"
PODCASTS,2,"RADIOLAB, SERIAL, UP FIRST, WTF"
DEODORANTS,2,"AXE, DEGREE, OLD SPICE, SECRET"
FILMMAKING EQUIPMENT,2,"BOOM, DOLLY, LENS, TRIPOD"
CAR COMPANIES,2,"BMW, HONDA, JAGUAR, SUBARU"
HARD ___,3,"HAT, COPY, KNOCKS, SELTZER"
RHYMING COMPOUND WORDS,3,"BACKPACK, BIGWIG, DOWNTOWN, RAGTAG"
LAND SURROUNDED BY WATER,1,"ATOLL, BAR, ISLAND, KEY"
AGGREGATE SIZE,1,"AMOUNT, NUMBER, QUANTITY, VOLUME"
TRADEMARK,2,"FEATURE, HALLMARK, STAMP, TRAIT"
OBTAIN,2,"GET, LAND, SECURE, WIN"
___ SYRUP,3,"CORN, COUGH, MAPLE, SIMPLE"
SPHERICAL THINGS,3,"BUBBLE, GLOBE, MARBLE, PEARL"
THINGS WITH TRUNKS,3,"CARS, ELEPHANTS, SWIMMER, TREES"
___ MOON,3,"BLUE, HARVEST, NEW, SAILOR"
GUITAR PARTS,3,"BODY, BRIDGE, FRET, NECK"
___ BUTTON,3,"BELLY, HOT, PANIC, SNOOZE"
___ JACKET,3,"BOMBER, DUST, LIFE, YELLOW"
EXPRESSIONS OF HESITATION,3,"ERM, UH, UM, WELL"
“YES” IN DIFFERENT LANGUAGES,2,"HAI, JA, SI, DA"
SINGLE/PLURAL ANIMALS,2,"BUFFALO, DEER, FISH, MOOSE"
"M.L.B. TEAMS, FOR SHORT",2,"CARDS, JAYS, NATS, YANKS"
PARTS OF A MOUNTAIN,2,"CLIFF, CRAG, LEDGE, RIDGE"
WALK,2,"MARCH, STEP, STRIDE, TREAD"
FEATURED IN “SNOW WHITE”,2,"APPLE, BASHFUL, MIRROR, WITCH"
ROYAL ___,3,"FAMILY, FLUSH, JELLY, WE"
“E-” THINGS,3,"CIGARETTE, BIKE, TICKET, SPORTS"
ORIGIN,0,"GENESIS, GERM, SEED, SOURCE"
FILM SET DIRECTIVES,0,"ACTION, CAMERA, CUT, LIGHTS"
CONCEAL,0,"BLOCK, COVER, HIDE, MASK"
BEANS,0,"FAVA, KIDNEY, LIMA, PINTO"
HITCHCOCK MOVIES,1,"BIRDS, NOTORIOUS, REBECCA, ROPE"
WAYS TO REMOVE HAIR,1,"SHAVE, THREAD, TWEEZE, WAX"
CIRCULAR SHAPES,1,"BAND, CIRCLE, HOOP, RING"
AUDITORY/RELATED TO SOUND,1,"ACOUSTIC, AUDITORY, HEARD, SONIC"
THINGS WITH CORES,3,"APPLE, COMPUTER, PLANET, REACTOR"
WORDS WITH NUMERICAL PREFIXES,3,"UNIFORM, BICYCLE, TRILOGY, QUADRANT"
WORDS THAT GO WITH “BONE”,3,"FUNNY, HERRING, SOUP, WISH"
MICROSOFT PRODUCTS,3,"BING, EDGE, SURFACE, WORD"
DANCE MOVES,2,"FLOSS, ROBOT, VOGUE, WORM"
IMITATE,2,"APE, MIME, MIRROR, PARROT"
SECOND WORDS OF VODKA COCKTAILS,3,"BREEZE, MARY, MULE, RUSSIAN"
___ COMEDY,3,"BLACK, DIVINE, PROP, SKETCH"
PLACES IN COCKTAIL NAMES,2,"ALABAMA, CUBA, LONG ISLAND, MOSCOW"
FINANCIAL TERMS,2,"CAPITAL, EQUITY, INTEREST, STOCK"
MEDIEVAL WEAPONS,3,"CLUB, MACE, SPEAR, SWORD"
“GET A ___!”,3,"CLUE, GRIP, LIFE, ROOM"
MOJITO INGREDIENTS,2,"LIME, MINT, RUM, SODA"
FILL TO EXCESS,2,"CRAM, JAM, PACK, STUFF"
BODIES OF WATER,2,"CANAL, CHANNEL, SOUND, STRAIT"
SIDEKICKS,2,"GARTH, GOOSE, ROBIN, WATSON"
COMMON PREFIXES,3,"AUTO, POST, SEMI, SUB"
THINGS WITH LEAVES,3,"BOOK, TABLE, TEA, TREE"
___ ANT,3,"ADAM, CARPENTER, FIRE, RED"
GREAT ___,3,"DANE, LAKE, SEAL, WHITE"
PORTION OF PROFIT,2,"CUT, PIECE, SHARE, TAKE"
RESTRICT,2,"CAP, CHECK, CURB, LIMIT"
ELIZABETHS,3,"BANKS, MOSS, TAYLOR, WARREN"
___ DAY U.S. HOLIDAYS,3,"EARTH, GROUNDHOG, LABOR, MAY"
"ASSURE, AS A WIN",1,"CLINCH, GUARANTEE, LOCK, SECURE"
BOOKSTORE SECTIONS,1,"FICTION, HUMOR, POETRY, TRAVEL"
CONNECT,2,"COUPLE, HITCH, LINK, TIE"
SMALL IMPERFECTION,2,"CHIP, MARK, NICK, SCRATCH"
CABLE CHANNELS,1,"BET, E, HALLMARK, USA"
ABSOLUTE,1,"PURE, SHEER, TOTAL, UTTER"
HARDWARE FASTENERS,1,"BOLT, NAIL, RIVET, SCREW"
SOMETHING EASY TO DO,1,"BREEZE, CINCH, PICNIC, SNAP"
“C” + BIRD,3,"CHEN, CLARK, COWL, CRAVEN"
THINGS THAT SUCK,3,"LEECH, STRAW, VACUUM, VAMPIRE"
PRIMATES,3,"BABOON, BONOBO, GIBBON, GORILLA"
