groupName,level,members
RHYMES OF U.S. PRESIDENT NAMES,3,"PAGAN, SMARTER, VIXEN, WIDEN"
CONTEMPLATE,0,"BROOD, MUSE, PONDER, REFLECT"
RUDE THINGS TO DO,1,"INTERRUPT, LITTER, POINT, STARE"
VOCATION,2,"CRAFT, LINE, TRADE, WORK"
___ PATCH,3,"CABBAGE, NICOTINE, ROUGH, SOUL"
SCHOOL PERIODS,0,"CLASS, HOMEROOM, LUNCH, RECESS"
FEATURES OF A SKI RESORT,1,"LIFT, LODGE, MOGUL, SLOPE"
WORDS DERIVED FROM JAPANESE,2,"EMOJI, GINKGO, KARAOKE, TYCOON"
WORDS AFTER THE PREFIX “TRI-”,3,"ANGLE, CYCLE, DENT, POD"
WAYS TO GET FOOD,0,"FARM, FISH, GATHER, HUNT"
KEEP APART,1,"CLOISTER, SECLUDE, SEPARATE, SILO"
PARTS OF A BIG RIG,2,"AXLES, HITCH, TRACTOR, TRAILER"
DANCE EVENTS PLUS A LETTER,3,"BALLY, DISCOG, PROMO, RAVEN"
SMALL AMOUNT OF FOOD TO TRY,0,"BITE, MOUTHFUL, SAMPLE, TASTE"
PROTECTIVE COVERINGS IN NATURE,1,"BARK, SCALES, SHELL, SKIN"
“EXTRA VIRGIN OLIVE OIL”,2,"EXTRA, OIL, OLIVE, VIRGIN"
SEEN IN “THE SHINING”,3,"AXE, HEDGE MAZE, TWINS, TYPEWRITER"
FUNNY PERSON,0,"CARD, CHARACTER, JOKER, LAUGH"
RESISTANCE TRAINING EQUIPMENT,1,"BAND, BENCH, DUMBBELL, MAT"
CANDY BARS MINUS “S”,2,"AIRHEAD, MAR, MOUND, SNICKER"
SPEED ___,3,"BUMP, CHESS, DEMON, DIAL"
OWNED,0,"BORE, HAD, HELD, POSSESSED"
THINGS YOU MIGHT DO IN YOUR SLEEP,1,"DREAM, DROOL, SNORE, TALK"
MOVIE SERIES WITH 2024 RELEASES,2,"ALIEN, GLADIATOR, VENOM, WICKED"
___ HOUSE,3,"FULL, GINGERBREAD, HAUNTED, WHITE"
INTANGIBLE QUALITY,0,"AIR, AURA, HALO, VIBE"
GAME DAY FARE,1,"BEER, DIP, PIZZA, WINGS"
"KEEP GOING ON ABOUT, WITH “ON”",2,"DWELL, HARP, INSIST, LINGER"
STARTING WITH EUROPEAN CAPITALS,3,"BERNIE, PARISH, RIGATONI, ROMEO"
STORAGE CONTAINERS,0,"CASE, CHEST, CRATE, TRUNK"
SCHNOZZ,1,"BEAK, HONKER, SNOOT, SNOUT"
ONES WITH DISCERNING TASTES,2,"CONNOISSEUR, CRITIC, EXPERT, SNOB"
STARTS OF SWIMMING STROKES,3,"BACK, BREAST, BUTTER, FREE"
TINT,0,"HUE, SHADE, TINGE, TONE"
COMPONENTS OF A MYSTERY,1,"ALIBI, CLUE, DETECTIVE, SUSPECT"
TAKE ISSUE WITH,2,"CONTEST, CHALLENGE, DISPUTE, QUESTION"
STRIKE A ___,3,"CHORD, DEAL, MATCH, POSE"
DEJECTED,0,"BLUE, DOWN, HANGDOG, SORRY"
BIRDS THAT ARE VERBS,1,"DUCK, GROUSE, HAWK, SWALLOW"
TV COMEDY FAMILIES,2,"GRIFFIN, MUNSTER, PARTRIDGE, PICKLES"
WORDS AFTER “K”,3,"MART, POP, STREET, SWISS"
COMMENT AFTER AN INSULT,0,"BURN, OUCH, SNAP, ZING"
"TINY AMOUNT, WITH “A”",1,"BIT, LITTLE, MITE, TAD"
BIT OF CITRUS GARNISH,2,"SLICE, TWIST, WEDGE, ZEST"
"BUNGLE, WITH “UP”",3,"FOUL, LOUSE, MUCK, SCREW"
CONSERVE,0,"KEEP, PRESERVE, SAVE, STORE"
SMOOTH USING FRICTION,1,"BUFF, FILE, GRIND, SAND"
SPORTS GAMBLING TERMS,2,"FAVORITE, PARLAY, SPREAD, UNDER"
WORDS BEFORE “FINGERS”,3,"BUTTER, CHICKEN, LADY, STICKY"
PARTS OF A COMPENSATION PACKAGE,0,"BONUS, INSURANCE, SALARY, VACATION"
INDICATION,1,"FLAG, GIVEAWAY, SIGN, TELL"
THINGS TO DO WITH A DECK OF CARDS,2,"CUT, DEAL, FAN, SHUFFLE"
WHAT “BILL” MIGHT REFER TO,3,"BANKNOTE, BEAK, INVOICE, WILLIAM"
DELICATE,0,"FAINT, LIGHT, MILD, SOFT"
MAGNANIMOUS,1,"GRAND, GREAT, LOFTY, NOBLE"
THINGS WITH NECKS,2,"BOTTLE, GIRAFFE, GUITAR, LAMP"
FIRST NAMES IN JAZZ,3,"CAB, COUNT, DIZZY, DUKE"
BE IN CHARGE OF,0,"DIRECT, HEAD, LEAD, RUN"
THINGS MADE OF RUBBER,1,"BALLOON, ERASER, GALOSH, TIRE"
ASSOCIATED WITH THE GENIE IN “ALADDIN”,2,"BLUE, EARRING, LAMP, WISHES"
RED ___,3,"BULL, CROSS, HERRING, VELVET"
INFO ON A BASEBALL CARD,0,"BIO, PLAYER, STAT, TEAM"
"SCRUNCH, AS FABRIC",1,"BUNCH, GATHER, RUFFLE, PUCKER"
TIME ADVERBS,2,"LATER, NOW, SOON, THEN"
___ FOOD,3,"FAST, FINGER, JUNK, SOUL"
MASSIVE,0,"GIANT, JUMBO, MONSTER, SUPER"
USED WHEN SERVING SOUP,1,"BOWL, LADLE, POT, SPOON"
SOMEBODY,2,"CHARACTER, INDIVIDUAL, PARTY, PERSON"
SCI-FI FRANCHISES,3,"ALIEN, AVATAR, DUNE, TRON"
SPRINKLE,0,"DUST, PEPPER, SCATTER, SHOWER"
SCENTS OF WINE,1,"AROMA, BOUQUET, NOSE, NOTE"
"“AAH, ENOUGH!”",2,"MERCY, STOP, TRUCE, UNCLE"
WORDS FAMOUSLY PRONOUNCED DIFFERENT WAYS,3,"AUNT, EITHER, TOMATO, VASE"
WREST,0,"JERK, TUG, WRENCH, YANK"
BUSTER,1,"BUB, BUD, JACK, MAN"
YOGA ACCESSORIES,2,"BLOCK, BOLSTER, MAT, STRAP"
___CAP,3,"HUB, KNEE, MAD, NIGHT"
DOCUMENTS OF OWNERSHIP,0,"CERTIFICATE, DEED, RECEIPT, TITLE"
BITS IN A VARIETY SHOW,1,"DANCE, MONOLOGUE, SKETCH, SONG"
PROPS FOR CHARACTERS ON “THE SIMPSONS”,2,"DONUT, PACIFIER, SAXOPHONE, SKATEBOARD"
"STARTING WITH “SHAKE, RATTLE AND ROLL”",3,"ANDROID, RATTLESNAKE, ROLLERBLADE, SHAKESPEARE"
TEMPLATE,0,"BLUEPRINT, GUIDE, MODEL, MOLD"
"DEMONSTRATION, AS OF APPRECIATION",1,"EXPRESSION, GESTURE, SYMBOL, TOKEN"
MODAL VERBS,2,"CAN, MIGHT, MUST, WILL"
___ TRIP,3,"EGO, GUILT, HEAD, POWER"
MOLLYCODDLE,0,"BABY, HUMOR, INDULGE, PAMPER"
THINGS A RATTLESNAKE DOES,1,"HISS, RATTLE, SHED, SLITHER"
WORDS SAID TO AN UNSUSPECTING PERSON,2,"BOO, GOTCHA, GUESS WHO, SURPRISE"
HOMOPHONES OF BODIES OF WATER,3,"BAE, CREAK, SEE, STRAIGHT"
DIVULGE,0,"BLAB, DISH, SPILL, TELL"
WORDS ON A MAC KEYBOARD,1,"COMMAND, CONTROL, OPTION, RETURN"
WORDS SHORTENED IN ROCK GENRES,2,"ALTERNATIVE, EMOTIONAL, POPULAR, PROGRESSIVE"
___CAKE,3,"CHEESE, CUP, PAN, SHORT"
GLIMMER,0,"HINT, SUGGESTION, TOUCH, TRACE"
CORRESPOND WELL WITH,1,"COMPLEMENT, FIT, MATCH, SUIT"
FAMOUS PUPPETS,2,"LAMB CHOP, OSCAR, PUNCH, TRIUMPH"
DOG BREEDS MINUS “ER” SOUND,3,"BOX, POINT, RETRIEVE, SET"
TIME OFF,0,"BREAK, LEAVE, REST, VACATION"
FOLLOW A MEANDERING COURSE,1,"CURVE, SNAKE, WEAVE, WIND"
BOWLING RESULTS,2,"DOUBLE, SPARE, STRIKE, TURKEY"
___FISH,3,"BLOW, CAT, GOLD, SWORD"
CRATER,0,"CAVITY, HOLE, HOLLOW, PIT"
ACCESSIBLE,1,"AVAILABLE, HANDY, NEARBY, READY"
"SUBSTANTIAL, AS A MEAL",2,"FILLING, HEARTY, SOLID, SQUARE"
BRITISHISMS,3,"BUTTY, CHIPPY, FOOTY, TELLY"
STRUCTURES BY THE SHORE,0,"BOARDWALK, DOCK, LIGHTHOUSE, WHARF"
SMALL IMPERFECTION,1,"DENT, DING, NICK, SCRATCH"
SOUNDS A CUCKOO CLOCK MAKES,2,"CHIME, CUCKOO, TICK, TOCK"
___TAIL,3,"COCK, MOCK, PIG, PONY"
ALERT,0,"ALARM, FLARE, SIGNAL, SOS"
SPEND THE NIGHT (AT),1,"BUNK, CRASH, SLEEP, STAY"
ASSOCIATED WITH EARLY MORNING,2,"DEW, ROOSTER, SUNRISE, WORM"
COOKIE CUTTER SHAPES IN “SQUID GAME”,3,"CIRCLE, STAR, TRIANGLE, UMBRELLA"
WAY OF SOLVING A PROBLEM,0,"ANSWER, FIX, REMEDY, SOLUTION"
"COLLECT, AS FROM AN ORCHARD",1,"GATHER, HARVEST, PICK, REAP"
PHOTOSHOP TOOLS,2,"ERASER, EYEDROPPER, LASSO, MAGIC WAND"
OBJECTS THAT MAY BE RIGHT- OR LEFT-HANDED,3,"BASEBALL GLOVE, CAN OPENER, GOLF CLUB, GUITAR"
MEMBER OF A TEAM WITH THE MOST CHAMPIONSHIPS IN THEIR RESPECTIVE SPORTS,0,"CANADIEN, CELTIC, PACKER, YANKEE"
CREATE SOME VOLUME/TEXTURE IN HAIR,1,"CRIMP, CURL, FEATHER, TEASE"
SUPPLIES FOR MACARONI ART,2,"GLITTER, GLUE, MACARONI, PAPER"
WORDS AFTER “GOLDEN”,3,"DOODLE, GOOSE, PARACHUTE, ROD"
RUB TOGETHER,0,"GNASH, GRATE, GRIND, SCRAPE"
WAYS TO PRESERVE FOOD,1,"CAN, FERMENT, FREEZE, PICKLE"
BREAKFAST CONDIMENTS,2,"BUTTER, HOT SAUCE, JAM, SYRUP"
PROVERBIAL THINGS THAT ARE SPILLED,3,"BEANS, GUTS, MILK, TEA"
EAT VORACIOUSLY,0,"GOBBLE, GULP, SCARF, WOLF"
BEND UNDER PRESSURE,1,"BOW, BUCKLE, CAVE, GIVE"
CLASSIC NAUTICAL TATTOOS,2,"ANCHOR, COMPASS, MERMAID, SWALLOW"
BODY PARTS PLUS LETTER,3,"BUTTE, CHINA, HEARTH, SHINE"
ENTHUSIASM,0,"GUSTO, PASSION, RELISH, ZEST"
“MANY” IN DIFFERENT LANGUAGES,1,"BEAUCOUP, MOLTO, MUCHO, MULTI"
RECTANGULAR PRISMS,2,"BRICK, FISH TANK, MICROWAVE, SHOEBOX"
RHYME WITH U.S. COINS,3,"JENNY, LIME, MORTAR, PICKLE"
EXPENDITURE,0,"CHARGE, COST, PRICE, RATE"
ONETIME,1,"FORMER, LATE, PAST, PRIOR"
MADE WITH HORIZONTAL LINES,2,"DASH, HYPHEN, MINUS, UNDERSCORE"
SIMPSON FAMILY MEMBERS WITH FIRST LETTER CHANGED,3,"BAGGIE, BARGE, COMER, PISA"
CONTACT VIA TELEPHONE,0,"CALL, DIAL, PHONE, RING"
PARTS OF A CAR,1,"BELT, HORN, MIRROR, WHEEL"
LEVELS OF BIOLOGICAL ORGANIZATION,2,"ATOM, CELL, ORGAN, TISSUE"
ENDING WITH UNITS OF MEASURE,3,"BIGFOOT, COMPOUND, INSTAGRAM, THERMOMETER"
BE INDECISIVE,0,"HESITATE, WAFFLE, WAVER, YO-YO"
LOVELY PERSON,1,"ANGEL, DEAR, DOLL, PEACH"
LUCIDITY,2,"MARBLES, MIND, SENSE, WITS"
COMPONENTS OF METAPHORS FOR THINGS THAT CAN’T BE UNDONE,3,"BELL, EGG, GENIE, TOOTHPASTE"
ASSOCIATED WITH GOOD LUCK,0,"HORSESHOE, LADYBUG, PENNY, SHAMROCK"
TO-BO- COMPOUND WORDS,1,"TOLLBOOTH, TOMBOY, TOOLBOX, TOWBOAT"
"BROADWAY MUSICALS, FAMILIARLY",2,"FIDDLER, MERRILY, PHANTOM, SUNSET"
WORDS BEFORE “COWBOY” IN FILM AND MUSIC,3,"DRUGSTORE, MIDNIGHT, RHINESTONE, SPACE"
CELLPHONE MODES,0,"AIRPLANE, DO NOT DISTURB, RING, VIBRATE"
EVADE,1,"DODGE, ESCAPE, LOSE, SHAKE"
WHAT “W” MIGHT STAND FOR,2,"TUNGSTEN, WATT, WEST, WIN"
___STRING,3,"DRAW, HAM, HEART, SHOE"
BE AT LEISURE,0,"CHILL, LOAF, LOUNGE, REST"
FORMATS OF GOLD,1,"BAR, COIN, LEAF, NUGGET"
CYLINDER OF MATERIAL,2,"BOLT, REEL, ROLL, SCROLL"
SEEN IN “THE FLINTSTONES”,3,"BONE, CLUB, DINOSAUR, RUBBLE"
ADJECTIVES FOR NICE SKIN,0,"DEWY, FRESH, GLOWING, SMOOTH"
MESS OF HAIR,1,"MAT, MOP, TANGLE, THATCH"
DICKENS CHARACTERS,2,"BUCKET, PIP, SCROOGE, TWIST"
___ CHAIN,3,"DAISY, FOOD, MOUNTAIN, SUPPLY"
PERIPHERY,0,"BORDER, EDGE, FRINGE, SKIRT"
THINGS PEOPLE DO TO FINGERNAILS,1,"BITE, CLIP, FILE, PAINT"
WHAT MIGHT BRING TEARS TO YOUR EYES,2,"ALLERGY, MELODRAMA, ONION, RELIEF"
___BALL RECREATIONAL SPORTS,3,"DODGE, KICK, PICKLE, SOFT"
WANE,0,"DWINDLE, FADE, PETER, TAPER"
DO SOME TASKS IN THE GARDEN,1,"PLANT, PRUNE, WATER, WEED"
SHOES,2,"FLAT, MARY JANE, MULE, SLIDE"
SAND___,3,"CASTLE, PAPER, PIPER, STONE"
EMBLEM,0,"LABEL, MARK, SEAL, STAMP"
SUBJECTS OF ACCLAIMED MUSICAL BIOPICS,1,"BROWN, CASH, DYLAN, MERCURY"
U.S. CITIES,2,"BUFFALO, HELENA, IRVING, PHOENIX"
FRUITS WITH THEIR SECOND LETTERS CHANGED,3,"AMPLE, DOTE, LUMON, POACH"
FAUX,0,"ARTIFICIAL, FAKE, IMITATION, MOCK"
WASHING MACHINE CYCLES/SETTINGS,1,"BULKY, COTTON, DELICATE, SPIN"
WORDS SAID FREQUENTLY IN THE “BILL AND TED” MOVIES,2,"BOGUS, DUDE, EXCELLENT, TOTALLY"
___BOX,3,"CHATTER, JUKE, SHADOW, SOAP"
COMPUTER INPUT DEVICES,0,"MICROPHONE, MOUSE, SCANNER, TABLET"
BUILDING MATERIALS,1,"BRICK, CONCRETE, METAL, STONE"
HELPFUL DEED,2,"FAVOR, KINDNESS, SERVICE, SOLID"
#1 SONGS FROM 1982,3,"ABRACADABRA, CENTERFOLD, MICKEY, PHYSICAL"
CAT BREEDS,0,"RAGAMUFFIN, RUSSIAN BLUE, SPHYNX, TURKISH ANGORA"
FAMOUS SMILES,1,"CHESHIRE CAT, COMEDY MASK, JOKER, MONA LISA"
ATTRACTIONS ICONICALLY DIFFERENT FROM THEIR ORIGINAL FORMS,2,"LIBERTY BELL, VENUS DE MILO, STATUE OF LIBERTY, TOWER OF PISA"
ASSOCIATED WITH “THE DUDE” LEBOWSKI,3,"BATHROBE, BOWLING, RUG, WHITE RUSSIAN"
VARIATION FROM THE NORM,0,"ALTERNATIVE, BREAK, CHANGE, DEPARTURE"
THINGS THAT RING,1,"ALARM, BELL, INTERCOM, PHONE"
THINGS TRADITIONALLY MADE OF LEATHER,2,"FOOTBALL, MOCCASINS, SADDLE, WALLET"
SINGER-SONGWRITER PIANISTS,3,"KEYS, KING, LEGEND, WONDER"
INGREDIENTS IN CLASSIC POUND CAKE,0,"BUTTER, EGGS, FLOUR, SUGAR"
THINGS THAT ARE RED,1,"CARDINAL, ELMO, KETCHUP, ROSE"
WORDS SAID TO HAVE NO EXACT RHYMES,2,"MONTH, ORANGE, PURPLE, SILVER"
___ CANDY,3,"COTTON, EYE, JOHN, ROCK"
PARTIALITY,0,"ANGLE, BIAS, SLANT, SPIN"
"SIGNAL DOWN, AS A TAXI",1,"FLAG, HAIL, WAVE, WHISTLE"
CARDS IN TEXAS HOLD ’EM,2,"FLOP, HOLE, RIVER, TURN"
SHAKESPEAREAN WORDS,3,"ANON, ART, THOU, WILT"
"IMPOSE, AS A PENALTY",0,"ASSESS, CHARGE, FINE, LEVY"
CHECKOUT LINE IMPULSE BUYS,1,"CANDY, CHAPSTICK, CHARGING CABLE, MAGAZINE"
MOVIES OF VARIOUS LENGTHS,2,"EPIC, FEATURE, FILM SERIES, SHORT"
___ ROAD,3,"DIRT, HIGH, ROCKY, SILK"
SHARP PROTRUSION,0,"BARB, BRISTLE, NEEDLE, SPINE"
FEATURES OF STRINGED INSTRUMENTS,1,"BRIDGE, NECK, PEG, STRING"
LITIGATION VERBS,2,"CHARGE, MOVE, SERVE, SUE"
"IN “STAR LIGHT, STAR BRIGHT”",3,"MAY, MIGHT, TONIGHT, WISH"
BUNCH,0,"CLUSTER, COLLECTION, CONSTELLATION, GROUP"
ENDING WITH SILENT “T”,1,"BALLET, DEBUT, RAPPORT, TAROT"
SERIAL KILLER MOVIES,2,"MONSTER, PSYCHO, SEVEN, ZODIAC"
STARTING WITH CONSTELLATIONS,3,"DRACONIAN, HYDRANT, LEONARDO, LIBRARY"
FILAMENT,0,"FIBER, STRAND, STRING, THREAD"
UNINHIBITEDNESS,1,"ABANDON, FREEDOM, SPONTANEITY, UNRESTRAINT"
KINDS OF TRUCKS,2,"DUMP, GARBAGE, MONSTER, PICKUP"
BANDS MINUS THE NUMBER FIVE,3,"BEN FOLDS, JACKSON, MAROON, MC"
EXCEPTIONAL,0,"REMARKABLE, SINGULAR, SPECIAL, UNIQUE"
GERMAN WORDS,1,"ANGST, DIE, KINDER, WURST"
PLURAL ANIMALS IDENTICAL TO THEIR SINGULAR FORMS,2,"DEER, SHEEP, SHRIMP, SQUID"
PLURAL WORDS THAT ARE VERY DIFFERENT FROM THEIR SINGULAR FORMS,3,"DICE, LICE, MICE, OXEN"
SIGNIFY,0,"CONVEY, EXPRESS, MEAN, SPELL"
WEB BROWSER BUTTONS,1,"BACK, EXTENSIONS, FORWARD, REFRESH"
PARTS OF A ROAD,2,"DIVIDER, LANE, MEDIAN, SHOULDER"
À/A LA ___,3,"CARTE, KING, MODE, PLANCHA"
OUTSPOKEN,0,"DIRECT, FRANK, LOUD, VOCAL"
BODIES OF WATER,1,"BAY, CHANNEL, SOUND, STRAIT"
KINDS OF CORDS,2,"BUNGEE, EXTENSION, SPINAL, UMBILICAL"
THINGS IN BOTTLES,3,"GENIE, LIGHTNING, MESSAGE, SHIP"
MILIEU,0,"CIRCLE, SCENE, SPHERE, WORLD"
LUMINARY,1,"GREAT, ICON, LEGEND, LION"
ARCHITECTURAL DRAWING TOOLS,2,"COMPASS, RULER, STENCIL, T-SQUARE"
BAR ___,3,"CHART, EXAM, MITZVAH, SOAP"
MUSICAL INSTRUMENTS,0,"TAMBOURINE, THEREMIN, TIMPANI, TROMBONE"
KNICKKNACK,1,"TCHOTCHKE, THINGAMAJIG, TRIFLE, TRINKET"
WORDS WITH THE PREFIX MEANING “THREE”,2,"TRIANGLE, TRIDENT, TRILLION, TRILOBITE"
WORDS ABBREVIATED WITH “T” + LETTER,3,"TELEVISION, TOUCHDOWN, TRADEMARK, TUBERCULOSIS"
CAPTIVATE,0,"ABSORB, ENTRANCE, GRAB, RIVET"
THINGS WITH WINGS,1,"AIRPLANE, FAIRY, FLY, HOSPITAL"
WORDS THAT MODIFY “WATCH”,2,"POCKET, SMART, STOP, WRIST"
WORDS REPEATED IN “MISS MARY MACK”,3,"BACK, BLACK, BUTTONS, MACK"
BAD-SMELLING,0,"FOUL, RANK, RIPE, SOUR"
UNFLUCTUATING,1,"CONSTANT, LEVEL, STABLE, UNIFORM"
"WHO VIDEO GAMES ARE FOR, PER ESRB RATINGS",2,"ADULTS ONLY, EVERYONE, TEEN, MATURE"
THINGS WITH LAYERS,3,"EARTH, HENHOUSE, ONION, PHOTOSHOP"
BLACK-AND-WHITE THINGS,0,"CROSSWORD, OREO, PANDA, TUXEDO"
ANAGRAMS,1,"ABEL, ABLE, BALE, BELA"
U.S. PRESIDENTIAL NICKNAMES,2,"ABE, CAL, DICK, TEDDY"
CLEAR AS ___,3,"A BELL, CRYSTAL, DAY, MUD"
PARTS OF A TABLE SETTING,0,"FORK, GLASS, NAPKIN, PLATE"
"INCREASED, WITH “UP”",1,"FLEW, ROSE, SHOT, THRUST"
KINDS OF DIGITAL STORAGE,2,"CARD, CLOUD, DISK, DRIVE"
UNITS OF VOLUME PLUS LETTER,3,"BOUNCE, GALLEON, PINOT, QUARTZ"
AFFECT,0,"MOVE, REACH, SWAY, TOUCH"
YOU GOT IT!,1,"BINGO, CORRECT, DING, RIGHT"
SLANG FOR MONEY,2,"CHANGE, GREEN, PAPER, SCRATCH"
OBJECTS WITH THE PREFIX “MICRO-”,3,"CHIP, PHONE, SCOPE, WAVE"
HURL,0,"CHUCK, PELT, PITCH, SLING"
BE ON BOTH SIDES OF,1,"BOOKEND, BRACKET, FLANK, SURROUND"
PARTS OF A CLASSIC GIRL SCOUT UNIFORM,2,"BADGE, BERET, SASH, SKIRT"
___ HALL,3,"BINGO, CITY, MONTY, STUDY"
MATERIALS ASSOCIATED WITH FANCY DINING,0,"CHINA, CRYSTAL, LINEN, SILVER"
KINDS OF SHORTS,1,"BERMUDA, BIKE, BOXER, CARGO"
NOUNS IN A FAMOUS PALINDROME,2,"CANAL, MAN, PANAMA, PLAN"
MOVIES FROM 1985,3,"BRAZIL, CLUE, COMMANDO, WITNESS"
AVERAGE,0,"MEAN, NORM, PAR, STANDARD"
PICTURED ON THE U.S. GREAT SEAL,1,"ARROWS, EAGLE, OLIVE BRANCH, SHIELD"
PROPER NOUNS IN BROADWAY MUSICAL TITLES THAT ARE SPOKEN PHRASES,2,"BIRDIE, DOLLY, KATE, YANKEES"
___MAN,3,"BOGEY, CRAFTS, GENTLE, SPOKES"
CONSUMED,0,"ATE, HAD, PUT AWAY, TOOK IN"
ALSO,1,"AS WELL, BESIDES, TO BOOT, TOO"
ATM OPTIONS,2,"BALANCE, DEPOSIT, TRANSFER, WITHDRAWAL"
___PLAY,3,"FORE, HORSE, SCREEN, WORD"
CURRENCY SYMBOLS,0,"$, €, £, ¥"
AND/TOGETHER WITH,1,"&, +, N, X"
EMOTICON MOUTHS,2,"(, ), O, P"
"""RIGHT""",3,"R, →, ⊾, ✔"
CAPRICE,0,"FANCY, IMPULSE, LARK, WHIM"
ILK,1,"KIND, LIKE, SORT, TYPE"
WILLIAMSES,2,"HANK, ROBIN, TENNESSEE, VENUS"
WORDS PRONOUNCED DIFFERENTLY AS PROPER NOUNS,3,"HERB, JOB, NICE, READING"
PRINTED NOTIFICATION,0,"ANNOUNCEMENT, BULLETIN, NOTICE, POSTER"
SEEN AT A GROCERY CHECKOUT COUNTER,1,"CONVEYOR BELT, REGISTER, SCALE, SCANNER"
THINGS WITH TABS,2,"BROWSER, FOLDER, KEYBOARD, SODA CAN"
PALM ___,3,"BEACH, READER, SUNDAY, TREE"
WHAT’S LEFTOVER,0,"BALANCE, DIFFERENCE, REMAINDER, REST"
CAR TRIP,1,"CRUISE, DRIVE, RIDE, SPIN"
BASEBALL VENUES,2,"DIAMOND, FIELD, PARK, STADIUM"
COMPANIES WITH “E” REMOVED,3,"BAY, HARMONY, INK, TRADE"
EMPLOY,0,"CONTRACT, ENGAGE, RETAIN, SIGN"
PARTS OF A WEBSITE,1,"BANNER, HEADER, MENU, SIDEBAR"
MAGAZINES,2,"BILLBOARD, PEOPLE, STAR, TIME"
ENDING WITH MEDIEVAL WEAPONS,3,"CROSSWORD, GRIMACE, RAINBOW, SEMBLANCE"
ALOOF,0,"COOL, DISTANT, REMOTE, RESERVED"
UTILITIES,1,"CABLE, GAS, TRASH, WATER"
WHAT AN ELECTROMETER MEASURES,2,"CHARGE, CURRENT, RESISTANCE, VOLTAGE"
___ JOINT,3,"DOVETAIL, HIP, PIZZA, SPIKE LEE"
THROB,0,"BEAT, POUND, PULSE, THUMP"
LANDFORMS,1,"CAPE, CRATER, GORGE, RIDGE"
PICTURE HANGING NEEDS,2,"HAMMER, HANGER, LEVEL, NAIL"
FOOT___,3,"BALL, HILLS, LOCKER, PRINT"
PRICK,0,"JAB, PIERCE, POKE, STICK"
RADIO LINGO,1,"COPY, NEGATIVE, OVER, ROGER"
OLD TESTAMENT BOOKS,2,"DANIEL, JOB, JUDGES, NUMBERS"
WORDS PRONOUNCED “SH” WITHOUT AN “SH”,3,"SEAN, SIOBHAN, SUGAR, SURE"
ROUND THREE-DIMENSIONAL OBJECTS,0,"BALL, GLOBE, ORB, SPHERE"
PUNCH,1,"POP, POUND, SLUG, SOCK"
ANIMALS IN THE WITCHES' BREW IN “MACBETH”,2,"BAT, DOG, FROG, NEWT"
FOX___,3,"HOLE, HOUND, GLOVE, TROT"
SHADES OF YELLOW,0,"CANARY, GOLD, LEMON, MUSTARD"
SUPPLY,1,"MINE, RESERVE, STORE, WELL"
ANTI-SPIRIT OF CHRISTMAS,2,"BAH, COAL, GRINCH, NAUGHTY"
SPANISH WORDS,3,"ELLA, GUSTO, MAYO, SOY"
SOURCES OF VITAMINS,0,"CITRUS, LEAFY GREENS, SUNSHINE, SUPPLEMENTS"
PLACES USED IN RETAIL SUFFIXES,1,"CITY, LAND, TOWN, WORLD"
PLACES TO FIND STARS,2,"AMERICAN FLAG, GALAXY, RED CARPET, UBER RATING"
WORDS AFTER “GO”,3,"ALL OUT, BETWEEN, KART, STEADY"
SHORT PERIOD OF TIME,0,"BIT, FLASH, JIFF, SEC"
DO WRONG,1,"ERR, FALL, SIN, STRAY"
N.B.A. PLAYER,2,"BUCK, NET, SPUR, SUN"
STARTS OF AFRICAN COUNTRIES,3,"BOTS, CAME, KEN, TAN"
STEAL,0,"NICK, PINCH, POCKET, SWIPE"
ATTENDANCE STATUS,1,"ABSENT, EXCUSED, LATE, PRESENT"
FONT-MODIFYING WORDS,2,"GOTHIC, ROMAN, SANS, TYPEWRITER"
___BERRY,3,"CAPER, ELDER, GOOSE, LOGAN"
RESTRICT,0,"BLOCK, CHECK, DAM, STOP"
TICKETED EVENTS,1,"CONCERT, GAME, MOVIE, PLAY"
ASSOCIATED WITH THE GAME THE OREGON TRAIL,2,"DYSENTERY, FORD, HUNT, OXEN"
WHAT “FORD” MIGHT REFER TO,3,"ACTOR, CAR, DIRECTOR, PRESIDENT"
DESIST,0,"ABSTAIN, AVOID, CEASE, REFRAIN"
CARD GAMES,1,"BRIDGE, HEARTS, SPEED, SPOONS"
ELEMENTS OF GREEK DRAMA,2,"CHORUS, HERO, HUBRIS, TRAGEDY"
SECOND WORDS OF “PETER PAN” CHARACTERS,3,"BELL, DARLING, HOOK, PAN"
BURLESQUE WEAR,0,"BOA, CORSET, GARTER, STOCKINGS"
MESS UP THE SURFACE OF,1,"SCAR, SCRAPE, SCRATCH, SCORE"
THEY ROAR,2,"CROWD, ENGINE, KATY PERRY, LION"
LATIN DANCES WITH A VOWEL CHANGED,3,"MAMBA, MERINGUE, SIMBA, TANGY"
CENTRAL SECTION OF THE BODY,0,"CORE, MIDRIFF, TORSO, TRUNK"
COMPONENTS OF A PIZZA,1,"CHEESE, CRUST, SAUCE, TOPPINGS"
UNITS OF BEER,2,"CASE, FORTY, GROWLER, SIX-PACK"
BASEBALL GREATS,3,"BONDS, MANTLE, TROUT, YOUNG"
INTERJECTIONS,0,"BOY, GOODNESS, MAN, WOW"
