groupName,level,members
THINGS MADE WITH FEATHERS,1,"BOA, HEADDRESS, PILLOW, SHUTTLECOCK"
PROGRAMMING LANGUAGES,2,"BASIC, JAVA, PYTHON, RUBY"
THINGS THAT CAN STRIKE,3,"COBRA, INSPIRATION, LIGHTNING, UNION"
BIT OF HAIR,0,"CURL, LOCK, RINGLET, TRESS"
MEDIA ATTENTION,1,"COVERAGE, EXPOSURE, PRESS, PUBLICITY"
NOUN SUFFIXES,2,"DOM, ION, NESS, SHIP"
___ CIRCUS,3,"FAMILY, FLEA, FLYING, MEDIA"
EAT A LITTLE,0,"GRAZE, NIBBLE, PECK, SNACK"
PURSUE,1,"HUNT, TRACK, TRAIL, STALK"
INGREDIENTS IN MINESTRONE,2,"BEANS, PASTA, STOCK, VEGETABLES"
___CAST,3,"BROAD, FORE, POD, TYPE"
USED IN BUILDING A FIRE,0,"KINDLING, LOG, MATCH, TINDER"
MESS UP,1,"BLOW, BUMBLE, FLUFF, SPOIL"
WORKSHOP TOOLS,2,"DRILL, GRINDER, ROUTER, SAW"
PARTS OF A DOOR,3,"FRAME, HANDLE, HINGE, LOCK"
PARTY POOPER,0,"BORE, DRAG, DRIP, DUD"
MUSICAL SECTIONS,1,"BRASS, RHYTHM, STRING, WIND"
BIT OF LIQUID,2,"BEAD, DROP, GLOB, TEAR"
VEGETABLE HOMOPHONES,3,"BEAT, CHARRED, LEAK, PEE"
PESTERS,0,"BADGERS, BUGS, HOUNDS, NAGS"
TONY WINNERS FOR BEST MUSICAL,1,"ANNIE, CABARET, CATS, COMPANY"
THEY HAVE KEYS,2,"COMPUTER, PIANO, SUPER, TESTS"
SCHOOL OF ___,3,"FISH, HARD KNOCKS, ROCK, THOUGHT"
DOG SOUNDS,0,"BARK, GROWL, HOWL, WHINE"
DEPARTMENT,1,"ARM, BRANCH, CHAPTER, WING"
ORIGIN,2,"CRADLE, FONT, ROOT, SOURCE"
COLORS WITH THEIR FIRST LETTERS CHANGED,3,"CLUE, FROWN, MELLOW, PREEN"
PROCESSION,0,"CARAVAN, FLEET, PARADE, TRAIN"
SHADES OF GREEN,1,"OLIVE, FOREST, LIME, MINT"
WHAT “BLUE” MIGHT MEAN,2,"DEMOCRATIC, EROTIC, NOBLE, SAD"
THINGS WITH SPINES,3,"BOOK, CACTUS, HEDGEHOG, SKELETON"
MANUFACTURING LOCATIONS,0,"FACTORY, MILL, PLANT, SHOP"
WIN + LETTER,1,"WIND, WINE, WING, WINK"
PARTS OF FRUIT YOU MIGHT NOT EAT,2,"CORE, RIND, SEED, STEM"
WEIGHTS IN BOXING,3,"FEATHER, HEAVY, LIGHT, MIDDLE"
WALK HEAVILY,0,"LUMBER, PLOD, STOMP, TRUDGE"
FLEXIBLE,1,"ELASTIC, LIMBER, PLASTIC, SUPPLE"
FENCING EQUIPMENT,2,"FOIL, GLOVE, JACKET, MASK"
WORDS BEGINNING WITH INSTRUMENTS,3,"BASSINET, CELLOPHANE, HARPOON, ORGANISM"
BASIC TASTES,0,"BITTER, SALTY, SOUR, SWEET"
"STAND UP TO, AS A CHALLENGE",1,"BRAVE, CONFRONT, FACE, MEET"
ILK,2,"KIND, SORT, TYPE, VARIETY"
"ART MOVEMENTS, WITH -ISM",3,"EXPRESSION, MANNER, ROMANTIC, SURREAL"
'80S FASHION TRENDS,0,"HEADBAND, MULLET, NEON, SPANDEX"
GYMNASTICS POSITIONS,1,"PIKE, SPLIT, STRADDLE, TUCK"
KINDS OF CRACKERS,2,"ANIMAL, GOLDFISH, OYSTER, RITZ"
___ LADDER,3,"CORPORATE, ROPE, SALMON, WORD"
"CHEESES, FAMILIARLY",0,"AMERICAN, BLUE, JACK, SWISS"
TRACK AND FIELD EQUIPMENT,1,"HAMMER, HURDLE, JAVELIN, POLE"
KINDS OF HEELS,2,"CUBAN, KITTEN, STILETTO, WEDGE"
DOUBLE ___,3,"DATE, DUTCH, JEOPARDY, SPACE"
PROPEL INTO THE AIR,0,"HOP, JUMP, LEAP, SPRING"
PLACE TO STORE VALUABLES,1,"CHEST, COFFER, SAFE, VAULT"
PERIOD,2,"AGE, DAY, ERA, TIME"
BACKWARDS ANIMALS,3,"DRIB, FLOW, REED, TANG"
GARLIC BREAD INGREDIENTS,0,"BREAD, BUTTER, GARLIC, PARSLEY"
WAGER,1,"BET, GAMBLE, RISK, STAKE"
DISNEYLAND LANDS,2,"ADVENTURE, FANTASY, FRONTIER, TOMORROW"
___ BAT,3,"BASEBALL, CRICKET, FRUIT, VAMPIRE"
INTELLIGENCE OPERATIVE,0,"AGENT, ASSET, MOLE, SLEEPER"
UNITS IN POETRY,1,"FOOT, LINE, METER, VERSE"
EXPRESS INDIRECTLY,2,"COUCH, IMPLY, INTIMATE, SUGGEST"
WHAT “K” MIGHT MEAN,3,"KELVIN, OKAY, POTASSIUM, THOUSAND"
LARGE AMOUNT,0,"MASS, SEA, SLEW, TON"
FALL IN UNDER PRESSURE,1,"BUCKLE, CAVE, COLLAPSE, GIVE"
WAYS TO GET ATTENTION,2,"SHOUT, SNAP, WAVE, WHISTLE"
BELLY ___,3,"BUTTON, DANCE, FLOP, LAUGH"
ROOMS IN THE GAME CLUE,0,"HALL, LIBRARY, LOUNGE, STUDY"
COLLEAGUE,1,"ASSOCIATE, FELLOW, PARTNER, PEER"
SEEN DURING EASTER,2,"BUNNY, EGG, JELLY BEAN, PEEP"
WHAT A MOLE CAN BE,3,"ANIMAL, BIRTHMARK, SPY, UNIT"
POP MEGASTARS,0,"GRANDE, MARS, STYLES, SWIFT"
METHOD,1,"CHANNEL, MEANS, MEDIUM, VEHICLE"
"UNLIKELY, AS CHANCES",2,"OUTSIDE, REMOTE, SLIM, SMALL"
LIVING ___,3,"LARGE, LEGEND, PROOF, ROOM"
PARTS OF AN AIRPORT,0,"HANGAR, RUNWAY, TARMAC, TERMINAL"
LEGAL TERMS,1,"ACTION, CLAIM, COMPLAINT, LAWSUIT"
THINGS A JUGGLER JUGGLES,2,"BEANBAG, CLUB, RING, TORCH"
WORDS ENDING IN CLOTHING,3,"FOXGLOVE, GUMSHOE, TURNCOAT, WINDSOCK"
SHARED,0,"COLLECTIVE, COMMON, JOINT, MUTUAL"
RID OF CONTENTS,1,"CLEAR, DRAIN, EMPTY, FLUSH"
ASSOCIATED WITH “STUB”,2,"CIGARETTE, PENCIL, TICKET, TOE"
___ DREAM,3,"AMERICAN, FEVER, LUCID, PIPE"
THINGS TO SEW,0,"DART, HEM, PLEAT, SEAM"
WAYS TO PRESERVE FOOD,1,"CAN, CURE, DRY, FREEZE"
SHARP QUALITY,2,"BITE, EDGE, PUNCH, SPICE"
BIRDS MINUS LAST LETTER,3,"CONDO, HAW, HERO, LOO"
EAT VORACIOUSLY,0,"DOWN, INHALE, SCARF, WOLF"
AREAS OF ACADEMIC FOCUS,1,"CONCENTRATION, DEGREE, MAJOR, MINOR"
UNIVERSAL,2,"BLANKET, BROAD, GENERAL, SWEEPING"
SPACE ___,3,"BAR, CADET, HEATER, STATION"
THINGS A DOG CAN FETCH,0,"BALL, BONE, FRISBEE, STICK"
CONCEAL,1,"BLOCK, COVER, HIDE, OBSCURE"
MAC KEYBOARD KEYS,2,"COMMAND, CONTROL, OPTION, SHIFT"
EXPERIENCE A MEMORY LAPSE,3,"BLANK, FLAKE, FORGET, SPACE"
TREAT WITH EXCESSIVE CARE,0,"BABY, MOTHER, PAMPER, SPOIL"
BACKSIDE,1,"BOOTY, BUM, CAN, REAR"
THINGS IN A SPA LOCKER ROOM,2,"ROBE, SLIPPERS, TOWEL, WASHCLOTH"
CAT’S ___,3,"CRADLE, EYE, MEOW, PAJAMAS"
SECTION,0,"CLASS, DIVISION, RANK, TIER"
INCLUDING,1,"AND, ALSO, PLUS, WITH"
"DOG BREEDS, INFORMALLY",2,"BOSTON, GOLDEN, LAB, PIT"
FAMOUS POEMS,3,"DADDY, HARLEM, HOWL, IF"
HALLOWEEN PURCHASES,0,"CANDY, COSTUME, DECORATIONS, PUMPKIN"
PLANTS WITH SIMILAR FLAVORS,1,"ANISE, FENNEL, LICORICE, TARRAGON"
FOOD SLANG FOR HEAD,2,"BEAN, MELON, NOODLE, NUT"
GEMSTONE CUTS,3,"BAGUETTE, EMERALD, PRINCESS, RADIANT"
BOX OFFICE VICTORY,0,"HIT, SMASH, SUCCESS, WINNER"
VOLLEYBALL MOVES,1,"BUMP, SERVE, SET, SPIKE"
HOMOPHONES OF GREEK LETTERS,2,"MOO, NEW, PIE, ROW"
___-O,3,"DADDY, DAY, JACKIE, JELL"
CRITICIZE,0,"BLAST, KNOCK, SLAM, TRASH"
“MY MISTAKE!”,1,"APOLOGIES, OOPS, PARDON, SORRY"
ALIBI,2,"DEFENSE, EXCUSE, OUT, REASON"
PLAY ___,3,"DATE, DEAD, DIRTY, DOH"
GET SMALLER,0,"CONTRACT, LESSEN, REDUCE, SHRINK"
AIRLINE CLASSES,1,"BUSINESS, COACH, FIRST, PREMIUM"
"EXAMINE, AS AN APPLICANT",2,"CHECK, REVIEW, SCREEN, VET"
NOTABLE TV EPISODES,3,"FINALE, PILOT, PREMIERE, SPECIAL"
FOOLISHNESS,0,"ABSURDITY, FOLLY, MADNESS, NONSENSE"
MOVE FORWARD,1,"ADVANCE, MARCH, PROGRESS, PUSH"
THINGS THAT MIGHT STINK,2,"CHEESE, FEET, GARBAGE, SKUNK"
WORDS AFTER “DEEP”,3,"CUT, FAKE, FREEZE, SIX"
SEGMENT OF A PROCESS,0,"CYCLE, PHASE, ROUND, STAGE"
CONSTELLATIONS,1,"CYGNUS, GEMINI, ORION, PEGASUS"
SPIRALS IN NATURE,2,"CYCLONE, GALAXY, SNAIL, SUNFLOWER"
ASSOCIATED WITH “ONE”,3,"CYCLOPS, MONOLOGUE, SOLITAIRE, UNICYCLE"
MOVIE SUMMARY INFO,0,"CAST, GENRE, PLOT, TITLE"
PRETENSE,1,"AFFECT, AIRS, CHARADE, FRONT"
FAMOUS GUITARISTS,2,"BERRY, KING, PAGE, WATERS"
SECOND ___,3,"FIDDLE, GUESS, NATURE, WIND"
SEEN AT A SPORTS STADIUM,0,"ASTROTURF, JUMBOTRON, SCOREBOARD, SKYBOX"
CAMERA BRANDS,1,"FUJIFILM, HASSELBLAD, OLYMPUS, POLAROID"
ITALIAN DEMONYMS,2,"BOLOGNESE, NEAPOLITAN, PARMESAN, VENETIAN"
STARTING WITH ROCK BANDS,3,"CREAMSICLE, JOURNEYMAN, KISSCAM, RUSHMORE"
"CHAT, INFORMALLY",0,"GAB, JAW, YAK, YAP"
FEMALE ANIMALS,1,"COW, DOE, EWE, HEN"
PALINDROMES,2,"BIB, EYE, GAG, POP"
STARTS OF PLANET NAMES,3,"EAR, MAR, MER, SAT"
JUMPING ANIMALS,0,"CRICKET, FROG, HARE, KANGAROO"
APPLY PRESSURE TO,1,"CRUSH, MASH, PRESS, SQUASH"
OLYMPIC SPORTS,2,"BREAKING, HOCKEY, SKELETON, TRAMPOLINE"
THINGS YOU CAN SET,3,"MOOD, RECORD, TABLE, VOLLEYBALL"
KUDOS,0,"CREDIT, GLORY, PRAISE, PROPS"
BECOME AWARE OF,1,"DISCOVER, FIND, LEARN, REALIZE"
PURSUE,2,"CHASE, TAIL, TRACK, SHADOW"
SEEN IN A PASSPORT,3,"NAME, PHOTO, STAMP, VISA"
YELLOW-BROWN SHADES,0,"BEIGE, CAMEL, KHAKI, TAN"
FAIL TO ATTEND,1,"CUT, DITCH, MISS, SKIP"
DECISIVE VICTORY,2,"BLOWOUT, ROMP, ROUT, SWEEP"
___ WHEEL,3,"CHEESE, COLOR, HAMSTER, PRAYER"
HOW FAST SOMETHING IS GOING,0,"CLIP, PACE, RATE, SPEED"
"""STEP ON IT!""",1,"FASTER, GO, HURRY, MOVE"
N.B.A. TEAM PLAYER,2,"CLIPPER, PACER, ROCKET, SPUR"
TELE___,3,"COMMUTE, MEDICINE, PROMPTER, VISION"
MUSICAL INSTRUMENTS,0,"BASS, BASSOON, HARP, RECORDER"
PLANT GROWTHS,1,"BLOOM, BUD, SHOOT, SPROUT"
BRING UP,2,"FOSTER, NURSE, RAISE, REAR"
SOLAR EMANATIONS,3,"CORONA, FLARE, LIGHT, RADIATION"
UPDATE FOR ACCURACY,0,"AMEND, CORRECT, FIX, REVISE"
QUARREL,1,"FIGHT, ROW, SCRAP, TIFF"
GAMES OF CHANCE,2,"BINGO, LOTTERY, ROULETTE, WAR"
___ CHIP,3,"BLUE, COMPUTER, POKER, POTATO"
EXITED,0,"DEPARTED, LEFT, SPLIT, WENT"
ONE FLYING AN AIRPLANE,1,"ACE, AVIATOR, FLIER, PILOT"
KINDS OF WHALES,2,"BLUE, FIN, GRAY, RIGHT"
THINGS WITH SLOTS,3,"ATM, CASINO, SCHEDULE, SPATULA"
ESPECIALLY,0,"MIGHTY, PRETTY, REALLY, VERY"
DISNEY CHARACTERS,1,"DAISY, GOOFY, HAPPY, LADY"
KINDS OF BLUE,2,"BABY, NAVY, SKY, TIFFANY"
"BODY PARTS PLUS ""Y""",3,"ARMY, COLONY, LIVERY, SHINY"
BREATHES HEAVILY,0,"GASPS, HUFFS, PANTS, PUFFS"
"PRESERVES, AS MEAT",1,"CANS, CURES, SALTS, SMOKES"
PREDICAMENTS,2,"BINDS, JAMS, PICKLES, SPOTS"
THINGS IN “MY FAVORITE THINGS”,3,"KETTLES, MITTENS, RAINDROPS, WHISKERS"
TAKE A TUMBLE,0,"FALL, SLIP, SPILL, TRIP"
KINDS OF WATER,1,"MINERAL, SPRING, STILL, TAP"
THINGS THAT ARE CINCHED IN THE MIDDLE,2,"CORSET, DIABOLO, HOURGLASS, WASP"
___ BEAR,3,"BOO-BOO, BROWN, HONEY, TEDDY"
FOOD SLANG FOR MONEY,0,"🥓, 🍞, 🥬, 🧀"
WORDS THAT RHYME,1,"🧠, ✈️, 🌧️, 🚂"
HORROR MOVIES,2,"👽, 🧛, 🪚, 😱"
LETTER HOMOPHONES,3,"🐝, 🐑, 👁️, 🫖"
THRUST,0,"JAB, POKE, PROD, STICK"
KINDS OF SNAKES,1,"ADDER, BOA, MAMBA, MOCCASIN"
SEEN IN “CINDERELLA”,2,"BALL, PRINCE, PUMPKIN, SLIPPER"
PASTA SHAPES,3,"BOWTIE, ELBOW, TUBE, WHEEL"
MODEL FOR REFERENCE,0,"BENCHMARK, GAUGE, STANDARD, YARDSTICK"
POKER ACTIONS,1,"BET, CALL, CHECK, FOLD"
SKIN TYPES,2,"COMBINATION, DRY, NORMAL, OILY"
STARTS OF U.S. STATES,3,"KENT, MARY, MASS, WASH"
WAYS TO PREPARE EGGS,0,"BOIL, FRY, POACH, SCRAMBLE"
EXHILARATION,1,"BUZZ, KICK, RUSH, THRILL"
THROWN IN TARGET GAMES,2,"AXE, DART, HORSESHOE, RING"
___ WRAP,3,"BODY, BUBBLE, GIFT, SHRINK"
PIECES OF FURNITURE,0,"BED, CHAIR, COUCH, TABLE"
"CARRY, AS A FEELING",1,"BEAR, HARBOR, HOLD, MAINTAIN"
WINE TASTING DESCRIPTORS,2,"BALANCED, DRY, FULL, SWEET"
STARTING WITH METALS,3,"GOLDILOCKS, IRONIC, LEADERSHIP, TINDER"
INTRINSIC MOTIVATORS,0,"DESIRE, DRIVE, RESOLVE, WILL"
SUMMER GEAR,1,"HAT, SHORTS, SUNGLASSES, TEE"
COLLECTION,2,"ARRAY, BATTERY, SET, SERIES"
HORSE___,3,"FLY, POWER, RADISH, SHOE"
DISORDERLY PLACE,0,"DUMP, MESS, PIGPEN, STY"
STURDY,1,"FIRM, SOLID, SOUND, STABLE"
FOUND IN CRACKER JACKS,2,"CARAMEL, PEANUTS, POPCORN, PRIZE"
___ HORSE,3,"CHARLEY, CRAZY, DARK, GIFT"
BRIEF MOMENT,0,"FLASH, HEARTBEAT, JIFF, WINK"
DISPUTE,1,"CLASH, SCRAP, TANGLE, TIFF"
SLANG FOR ZERO,2,"JACK, LOVE, SQUAT, ZIP"
ACCESSORIES FOR MR. PEANUT,3,"CANE, MONOCLE, SPAT, TOP HAT"
BREADTH,0,"EXTENT, RANGE, REACH, SCOPE"
HAIR TOOLS,1,"BRUSH, COMB, DRYER, IRON"
HERALDRY TERMS,2,"ARMS, COAT, CREST, SHIELD"
WORDS BEFORE “DRUM”,3,"EAR, KETTLE, OIL, STEEL"
PERSON IN CHARGE,0,"CHAIR, CHIEF, DIRECTOR, HEAD"
GRASSY AREA,1,"FIELD, GREEN, GROUNDS, LAWN"
WORDS BEFORE “NUT”,2,"CHEST, COCO, HAZEL, PEA"
SECOND WORDS IN TARANTINO MOVIES,3,"BROWN, DOGS, FICTION, UNCHAINED"
"HAIRCUTS, WITH “CUT”",0,"BOWL, BUZZ, CREW, PIXIE"
MEASURING INSTRUMENTS,1,"COMPASS, RULER, SCALE, WATCH"
WATER AND GAS CONDUITS,2,"CHANNEL, LINE, MAIN, PIPE"
FAST FOOD MASCOTS,3,"CLOWN, COLONEL, KING, MERMAID"
ORDERLY,0,"CLEAN, NEAT, TIDY, TRIM"
AUGMENTATIVE PREFIXES,1,"HYPER, SUPER, UBER, ULTRA"
BECOME LARGER,2,"BALLOON, MUSHROOM, SNOWBALL, SWELL"
ITEMS IN CLASSIC KIDS’ GAMES,3,"DOMINO, JACK, MARBLE, STICK"
SEEN AT THE CIRCUS,0,"CLOWN, RING, TENT, TRAPEZE"
“THE WIZARD OF OZ” FIGURES,1,"LION, SCARECROW, WITCH, WIZARD"
FILM DEPARTMENTS,2,"HAIR, MAKEUP, PROPS, WARDROBE"
“I’M A ___” (LYRICS IN “THE JOKER”),3,"JOKER, LOVER, SINNER, SMOKER"
PULL USING FORCE,0,"RIP, TEAR, WRENCH, YANK"
BIT OF REPETITIVE TRAINING,1,"DRILL, EXERCISE, PRACTICE, ROUTINE"
U.S.-BASED AIRLINES,2,"AMERICAN, FRONTIER, SPIRIT, UNITED"
BEGINNING WITH DAY ABBREVIATIONS,3,"FRIAR, MONKEY, SUNDRY, WEDDING"
INVENT AS YOU GO,0,"AD-LIB, FREESTYLE, IMPROV, MAKE UP"
THINGS BABIES DO,1,"BABBLE, COO, CRAWL, NURSE"
SUPERFICIAL,2,"COSMETIC, EXTERNAL, SHALLOW, SURFACE"
___ EFFECT,3,"BUTTERFLY, DOMINO, PLACEBO, SIDE"
FLABBERGAST,0,"FLOOR, ROCK, SHOCK, SURPRISE"
BIT OF JOURNALISM,1,"ARTICLE, FEATURE, REPORT, STORY"
ON THE SAME PLANE,2,"EVEN, FLAT, FLUSH, LEVEL"
THEATER SECTIONS,3,"BALCONY, BOX, ORCHESTRA, STAGE"
UPRIGHT SUPPORT,0,"COLUMN, PILLAR, POLE, POST"
"HEED, AS RULES",1,"FOLLOW, MIND, OBSERVE, REGARD"
ALLOTMENT,2,"INTEREST, PERCENTAGE, SHARE, STAKE"
GATHERED BY SPIES,3,"DIRT, INFORMATION, INTELLIGENCE, SECRETS"
SIDEWALK SIGHTS,0,"CURB, GRATE, GUTTER, MANHOLE"
HAVE IN MIND,1,"AIM, INTEND, MEAN, PLAN"
UNIT ABBREVIATIONS,2,"CAL, GAL, IN, OZ"
GOLDEN ___,3,"FLEECE, GIRLS, PARACHUTE, RULE"
ATTACH WITH ADHESIVE,0,"ADHERE, GLUE, PASTE, STICK"
PUBLISHED LINES,1,"COPY, TEXT, WORDS, WRITING"
DIAMOND QUALITIES,2,"CARAT, CLARITY, COLOR, CUT"
A-___,3,"LIST, OK, PLUS, ROD"
BALDERDASH,0,"BUNK, CROCK, HOGWASH, HORSEFEATHERS"
TRACK AND FIELD EQUIPMENT,1,"BATON, HAMMER, HURDLE, POLE"
PARTS OF A DEVIL COSTUME,2,"GOATEE, HORNS, PITCHFORK, TAIL"
TYPES OF KNOTS,3,"BEND, BOWLINE, HITCH, SHEEPSHANK"
EMBODIMENT,0,"EXAMPLE, IDEAL, MODEL, SYMBOL"
RELATED TO TRAINS,1,"CAR, CONDUCTOR, STATION, TRACK"
STARTING WITH THE SAME SOUND,2,"CYMBAL, SCIMITAR, SIMMER, SYMPHONY"
EAR___,3,"DRUM, MARK, WAX, WIG"
SLANG FOR FRIEND,0,"BUD, CHUM, MATE, PAL"
ADJECTIVES FOR A BASEMENT,1,"COLD, DANK, DARK, MUSTY"
STUBBLE,2,"FUZZ, SCRUFF, SHADOW, WHISKERS"
COLLECTION OF MONEY,3,"FUND, KITTY, POOL, POT"
THROW OUT,0,"BOOT, BOUNCE, EJECT, TOSS"
TERRA FIRMA,1,"EARTH, GROUND, LAND, SOIL"
SEAS,2,"BALTIC, BLACK, PHILIPPINE, RED"
TOM HANKS MOVIES,3,"BIG, PHILADELPHIA, SPLASH, SULLY"
TACO TOPPINGS,0,"CILANTRO, LIME, ONION, SALSA"
METRIC PREFIXES,1,"KILO, MEGA, MICRO, PICO"
KINDS OF SKIRTS,2,"MINI, PENCIL, POODLE, WRAP"
WORDS WITH “HILL”,3,"CAPITOL, FAITH, FOOT, MOLE"
LAB EQUIPMENT,0,"BEAKER, DROPPER, GOGGLES, MICROSCOPE"
NEXUS,1,"CENTER, HEART, HUB, NUCLEUS"
SPREADSHEET TERMS,2,"CELL, FORMULA, SHEET, SORT"
___ LANGUAGE,3,"BODY, LOVE, ROMANCE, SIGN"
REFINED SENSIBILITY,0,"ELEGANCE, GRACE, STYLE, TASTE"
CATCH SOME RAYS,1,"BAKE, BASK, SUN, TAN"
EMOTIONALLY SWAY ,2,"AFFECT, IMPACT, MOVE, TOUCH"
NUMBERS WITH FIRST LETTERS REPLACED BY “S”,3,"SEN, SIGHT, SINE, SOUR"
TRUST AS REAL,0,"ACCEPT, BELIEVE, BUY, SWALLOW"
POWER ISSUES,1,"OUTAGE, SHORT, SPIKE, SURGE"
SUMMARY,2,"ABSTRACT, BRIEF, DIGEST, OUTLINE"
NAME HOMOPHONES,3,"CURT, HAIRY, KNEEL, WANE"
"PASSIONATE, AS A FEELING",0,"DEEP, EXTREME, FIERCE, INTENSE"
BANG INTO,1,"BUMP, BUTT, KNOCK, RAM"
ANALOG TV INTERFERENCE,2,"FUZZ, NOISE, SNOW, STATIC"
___ MARY,3,"BLOODY, HAIL, PROUD, VIRGIN"
EXERCISES,0,"BRIDGE, CRUNCH, DIP, SQUAT"
FEATURED IN WESTERNS,1,"BOUNTY, COWBOY, DUEL, SALOON"
LEADERS WHO RECEIVED THE NOBEL PEACE PRIZE,2,"CARTER, GORE, KING, TUTU"
___ BEE,3,"BUSY, HONEY, QUEEN, SPELLING"
DIPPING SAUCES,0,"AIOLI, BARBECUE, MARINARA, RANCH"
INTERROGATE,1,"EXAMINE, GRILL, PROBE, QUESTION"
TRANSACTION RECORD,2,"BILL, INVOICE, RECEIPT, STATEMENT"
WHAT “STOCK” MIGHT MEAN,3,"ANCESTRY, BROTH, CATTLE, MERCHANDISE"
FEATURES ON A PAIR OF JEANS,0,"BUTTON, FLY, POCKET, RIVET"
"OBJECTS IN 0-, 1-, 2- AND 3-DIMENSIONAL SPACE",1,"LINE, PLANE, POINT, SOLID"
WEB BROWSER MENUS,2,"FILE, HISTORY, VIEW, WINDOW"
MEMBER OF A ’60S BAND,3,"ANIMAL, DOOR, KINK, SUPREME"
HIGHLY SKILLED,0,"ACE, CRACKERJACK, EXPERT, HOTSHOT"
USED TO FIX A FLAT,1,"CHOCK, JACK, TIRE, WRENCH"
JOAQUIN PHOENIX MOVIES,2,"GLADIATOR, HER, JOKER, SIGNS"
WORDS STARTING WITH MUSIC GENRES,3,"POPCORN, RAPTURE, ROCKETRY, SOULMATE"
NIGHTSPOTS,0,"BAR, CLUB, DISCO, LOUNGE"
CAST OFF,1,"DITCH, DROP, LOSE, SHED"
UNITS OF LENGTH,2,"FATHOM, FOOT, LEAGUE, YARD"
___ SALE,3,"BAKE, CLEARANCE, GARAGE, SAMPLE"
ENJOY,0,"FANCY, LOVE, RELISH, SAVOR"
FILLER WORDS,1,"LIKE, LITERALLY, UM, WELL"
COMPONENTS OF A LOCK,2,"CYLINDER, PIN, SPRING, TUMBLER"
HOMOPHONES OF UNITS OF MEASURE,3,"CARROT, HURTS, JEWEL, OM"
SOMETHING GAINED FROM HARD WORK,0,"BENEFIT, FRUIT, RETURN, REWARD"
KINDS OF BAGELS,1,"EGG, EVERYTHING, PLAIN, POPPY"
CONTRIBUTE TO A MOVIE,2,"ACT, DIRECT, PRODUCE, WRITE"
STARTS OF MONSTERS,3,"FRANK, MUM, VAMP, WERE"
CONNECT,0,"COUPLE, JOIN, LINK, TIE"
NUISANCE,1,"BOTHER, HANDFUL, PAIN, PEST"
QUANTITY WORDS,2,"FEW, MANY, SEVERAL, SOME"
"TAROT CARDS, WITH “THE”",3,"FOOL, LOVERS, MAGICIAN, TOWER"
DELI BREAD OPTIONS,0,"BUN, HERO, ROLL, WRAP"
SLANG FOR MOUTH,1,"CHOPS, KISSER, TRAP, YAP"
KEEP RHYTHM WITH MUSIC,2,"BOB, CLAP, SNAP, TAP"
ROUND OF ___,3,"APPLAUSE, DRINKS, FUNDING, GOLF"
SHADES OF RED,0,"BRICK, CHERRY, ROSE, RUBY"
LITTLE BIT OF A BEVERAGE,1,"DROP, SPLASH, SPOT, SPRINKLE"
CHOICEST,2,"BEST, CREAM, PICK, TOP"
___ BATH,3,"BIRD, BUBBLE, MUD, SPONGE"
CONTAINER CLOSURES,0,"CAP, CORK, LID, TAB"
DURATION,1,"PERIOD, SPELL, STRETCH, TIME"
REGULATE,2,"CHECK, CONTAIN, CURB, LIMIT"
TRADEMARKS OF A PLATYPUS,3,"BILL, EGG, FUR, VENOM"
CHUTZPAH,0,"BRASS, CHEEK, GALL, NERVE"
ACCESSORIES FOR DOG WALKING,1,"COLLAR, HALTER, HARNESS, LEAD"
THINGS THAT SPIN,2,"CAROUSEL, GLOBE, RECORD, TOP"
LEAD SINGERS OF ’70S ROCK BANDS,3,"FERRY, MERCURY, NICKS, PLANT"
ONE WITH TOP BILLING,0,"HEADLINER, LEAD, PRINCIPAL, STAR"
VAMPIRE VULNERABILITIES,1,"CROSS, GARLIC, SILVER, SUN"
"SATIRICAL PUBLICATIONS, FAMILIARLY",2,"CRACKED, LAMPOON, MAD, ONION"
CLUB ___,3,"MED, MUSIC, SANDWICH, SODA"
PLAYFULLY POKE FUN AT,0,"KID, NEEDLE, RIB, TEASE"
CUTS OF BEEF,1,"CHUCK, FLANK, LOIN, ROUND"
ACRONYMS,2,"MIA, OMG, PIN, RAM"
COCKTAILS MINUS PLACE NAMES,3,"LIBRE, MAMA, MULE, SLING"
FASHION DESIGNER'S OUTPUT,0,"BRAND, COLLECTION, LABEL, LINE"
PLAYGROUND VERBS,1,"DODGE, HIDE, HOP, TAG"
LOONEY TUNES FIGURES,2,"BUNNY, DUCK, MARTIAN, PIG"
HOMOPHONES OF MUSICALS,3,"GREECE, HARE, KATZ, MAIM"
EARLY ITERATION,0,"DRAFT, OUTLINE, PLAN, SKETCH"
ENJOY A MEAL,1,"DINE, FEAST, FEED, SUP"
SPANISH PRONOUNS,2,"ELLA, ME, SUS, YO"
SLIM ___,3,"FIT, JIM, PICKINGS, SHADY"
BIT OF LEGISLATION,0,"ACT, BILL, MEASURE, RESOLUTION"
GRASSLAND,1,"MEADOW, PLAIN, PRAIRIE, SAVANNA"
FORTHRIGHT,2,"DIRECT, FRANK, OPEN, STRAIGHT"
CAR COMPANIES MINUS LETTER,3,"AURA, BUCK, DOGE, HODA"
PHOTO,0,"PIC, SHOT, SNAP, STILL"
"ASSURE, AS A VICTORY",1,"CINCH, ICE, LOCK, SECURE"
MOVE IN AN EFFORTLESS WAY,2,"BREEZE, COAST, GLIDE, SAIL"
___ BLANKET,3,"PICNIC, SECURITY, THROW, WET"
